phageName,phageNCBIName,test/training,phageVirusgroup,hostSuperkingdom,hostPhylum,hostClass,hostOrder,hostFamily,hostGenus,hostSpecies
Stenotrophomonas phage phiSMA7,HG007973,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia
Vibrio phage CTX,KJ619459,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage CTX,HQ224500,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage VSK,AF453500,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage VFJ,KC357596,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage VSKK,AF452449,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage fs2,AB002632,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage ND1-fs1,AB572858,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage VCY-phi,JN848801,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage VfO3K6,AB043678,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
Vibrio phage VfO4K68,AB043679,test,Inoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
Enterobacteria phage M,JX625144,test,Leviviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Acidianus filamentous virus 2,AJ854042,test,Lipothrixviridae,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,Acidianus hospitalis
Cellulophaga phage phi12:2,KC821606,test,Microviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi48:1,KC821631,test,Microviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi12a:1,KC821623,test,Microviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Enterobacteria phage phiX174,CP004084,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
Enterobacteria phage phiX174,JF719727,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage phiX174,JF719728,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage phiX174,JF719726,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage MED1,KJ997912,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage St-1,GQ149088,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage phiX174,AF176030,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
Enterobacteria phage phiX174,AF176031,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
Enterobacteria phage phiX174,AF176027,test,Microviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
Acinetobacter phage ZZ1,HQ698922,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
Acinetobacter phage YMC-13-01-C62,KJ817802,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
Aeromonas phage pAh6-C,KJ858521,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
Escherichia phage vB_EcoM_JS09,KF582788,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Bacillus phage Troll,KF208639,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Bacillus phage Bastille,JF966203,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage CP-51,KF554508,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
Bacillus phage G,JN638751,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium
Bacillus phage phiAGATE,JX238501,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus
Bacillus phage BigBertha,KF669647,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Bacillus phage Spock,KF669662,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Bacillus phage Bobb,KM051843,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
Bdellovibrio phage phi1402,JF344709,test,Myoviridae,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus
Brochothrix phage A9,HM242243,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Brochothrix,Brochothrix thermosphacta
Burkholderia phage KL3,GU911304,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ambifaria
Burkholderia phage KS14,HM461982,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
Burkholderia phage KS5,GU911303,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
Burkholderia phage phiX216,JX681814,test,Myoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
Cellulophaga phage phi3ST:2,KC821610,test,Myoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phiSM,KC821616,test,Myoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi3:1,KC821630,test,Myoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi47:1,KC821634,test,Myoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Clostridium phage c-st,AP008983,test,Myoviridae,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum
Cronobacter phage CR8,KC954774,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
Enterobacteria phage phiP27,AJ298298,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacter phage PG7,KJ101592,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae
Erwinia phage Ea35-70,KF806589,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia amylovora
Enterobacteria phage HX01,JX536493,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage Phi1,EF437941,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage JSE,EU863408,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage JS10,EU863409,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage P88,KP063541,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage phi92,FR775895,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Escherichia phage 121Q,KM507819,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Escherichia phage 2 JES-2013,KC690136,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage Bp7,HQ829472,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage IME08,HM071924,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Escherichia phage vB_EcoM_CBA120,JN593240,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Haemophilus phage SuMu,JF832915,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parasuis
Klebsiella phage JD001,JX866719,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae
Listeria phage vB_LmoM_AG20,JQ797329,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
Mannheimia phage vB_MhM_1152AP,JN255163,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica
Mannheimia phage phiMHaA1,DQ426904,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica
Mannheimia phage phiMhaA1-BAA410,DQ426905,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica
Pseudomonas phage phiCTX,AB008550,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
Pseudomonas phage vB_PaeM_C2-10_Ab1,HE983845,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
Pseudomonas phage P3_CHA,KC862296,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
Pseudomonas phage CHA_P1,KC862295,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
Pseudomonas phage phiCTX,Y13918,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
Pseudomonas phage OBP,JN627160,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
Pseudomonas phage Lu11,JQ768459,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
Rhizobium phage vB_RleM_PPF1,KJ746502,test,Myoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum
Rhizobium phage RR1-A,JF974314,test,Myoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum
Rhizobium phage RR1-B,JF974315,test,Myoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum
Salmonella phage SFP10,HQ259103,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
Shigella phage Shf125875,KM407600,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri
Shigella phage SfIV,KC814930,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri
Shigella phage pSs-1,KM501444,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella sonnei
Staphylococcus phage vB_SauM_Remus,JX846612,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage vB_SauM_Romulus,JX846613,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage MCE-2014,KJ888149,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage A5W,EU418428,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage SA5,JX875065,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage P4W,JX080305,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage Fi200W,JX080303,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage Staph1N,JX080300,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage A3R,JX080301,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage 676Z,JX080302,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage MSA6,JX080304,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage P108,KM216423,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
Staphylococcus phage Team1,KC012913,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
Streptococcus phage EJ-1,AJ609634,test,Myoviridae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
Synechococcus phage S-CRM01,HQ615693,test,Myoviridae,Bacteria,Cyanobacteria,,Chroococcales,,Synechococcus,Synechococcus elongatus
Synechococcus phage S-SM1,GU071094,test,Myoviridae,Bacteria,Cyanobacteria,,Chroococcales,,Synechococcus,Synechococcus elongatus
Cyanophage Syn2,HQ634190,test,Myoviridae,Bacteria,Cyanobacteria,,Chroococcales,,Synechococcus,Synechococcus elongatus
Cyanophage Syn10,HQ634191,test,Myoviridae,Bacteria,Cyanobacteria,,Chroococcales,,Synechococcus,Synechococcus elongatus
Synechococcus phage S-SM2,GU071095,test,Myoviridae,Bacteria,Cyanobacteria,,Chroococcales,,Synechococcus,Synechococcus elongatus
Cyanophage S-SSM4,HQ316583,test,Myoviridae,Bacteria,Cyanobacteria,,Chroococcales,,Synechococcus,Synechococcus elongatus
Vibrio phage CP-T1,JQ177061,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage VPUSM 8,KF361475,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage K139,AF125163,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae
Vibrio phage nt-1,HQ317393,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio natriegens
Vibrio phage VP882,EF057797,test,Myoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
Achromobacter phage JWAlpha,KF787095,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans
Achromobacter phage JWDelta,KF787094,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter xylosoxidans
Acinetobacter phage Petty,KF669656,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
Acinetobacter phage Presley,KF669658,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
Acinetobacter phage Bphi-B1251,JX403940,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
Bacillus phage Plant,KF669657,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium
Bacillus phage Page,KF669655,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium
Bacillus phage Pony,KF669660,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium
Bacillus phage B103,X99260,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
Bacillus phage MG-B1,KC685370,test,Podoviridae,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus weihenstephanensis
Brucella phage S708,KC556896,test,Podoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella suis
Burkholderia phage DC1,JN662425,test,Podoviridae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia
Liberibacter phage FP2,JF773396,test,Podoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,Candidatus Liberibacter asiaticus
Liberibacter phage SC2,HQ377373,test,Podoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Candidatus Liberibacter,Candidatus Liberibacter asiaticus
Acinetobacter phage AB3,KC311669,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
Cellulophaga phage phi14:2,KC821624,test,Podoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi17:2,KC821609,test,Podoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi19:3,KC821608,test,Podoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi40:1,KC821612,test,Podoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cellulophaga phage phi46:3,KC821622,test,Podoviridae,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga baltica
Cronobacter phage Dev2,HG813241,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter turicensis
Dinoroseobacter phage IMEphi4,KJ621082,test,Podoviridae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,Dinoroseobacter shibae
Enterobacteria phage 2851,FM180578,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Erwinia phage Ea9-2,KF806588,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia amylovora
Escherichia phage P13374,HE664024,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
Enterobacteria phage NJ01,JX867715,test,Podoviridae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
